RUN	Granma	granma	1616529382486	Granma	3.5.1
USER	Granma	START	1616529383979
REQUEST		request_0	1616529384011	1616529384585	OK	 
REQUEST		request_0 Redirect 1	1616529384607	1616529384831	OK	 
REQUEST		favicon.png	1616529385199	1616529385346	OK	 
REQUEST		bar-porcent.css	1616529385205	1616529385362	OK	 
REQUEST		infografia.css	1616529385202	1616529385381	OK	 
REQUEST		styles.css	1616529385203	1616529385385	OK	 
REQUEST		stylelinea.css	1616529385204	1616529385390	OK	 
REQUEST		bootstrap.min.css	1616529385201	1616529385430	OK	 
REQUEST		granma-logo.png	1616529385351	1616529385486	OK	 
REQUEST		embed.js	1616529385005	1616529385502	OK	 
REQUEST		heroes-cabezal.png	1616529385378	1616529385565	OK	 
REQUEST		f0192933.jpg	1616529385391	1616529385617	OK	 
REQUEST		f0192935.jpg	1616529385435	1616529385621	OK	 
REQUEST		f0192945.jpg	1616529385382	1616529385635	OK	 
REQUEST		f0192887.jpg	1616529385388	1616529385671	OK	 
REQUEST		f0165073.jpg	1616529385621	1616529385828	OK	 
REQUEST		widgets.js	1616529385067	1616529385849	OK	 
REQUEST		f0192941.jpg	1616529385487	1616529385862	OK	 
REQUEST		f0192885.jpg	1616529385671	1616529385890	OK	 
REQUEST		f0160567.jpg	1616529385636	1616529385945	OK	 
REQUEST		f0192953.jpg	1616529385832	1616529385965	OK	 
REQUEST		f0165157.jpg	1616529385891	1616529385975	OK	 
REQUEST		f0192965.jpg	1616529385566	1616529386012	OK	 
REQUEST		embed.js	1616529385503	1616529386077	OK	 
REQUEST		f0192957.jpg	1616529385618	1616529386090	OK	 
REQUEST		f0192951.jpg	1616529385946	1616529386163	OK	 
REQUEST		f0192893.jpg	1616529385966	1616529386187	OK	 
REQUEST		embed.js	1616529386079	1616529386299	OK	 
REQUEST		f0192881.jpg	1616529386015	1616529386366	OK	 
REQUEST		f0192899.jpg	1616529385863	1616529386395	OK	 
REQUEST		f0192907.jpg	1616529386165	1616529386412	OK	 
REQUEST		f0192905.jpg	1616529386091	1616529386414	OK	 
REQUEST		f0192903.jpg	1616529386189	1616529386416	OK	 
REQUEST		f0192889.jpg	1616529386366	1616529386574	OK	 
REQUEST		f0192927.jpg	1616529386417	1616529386581	OK	 
REQUEST		f0192891.jpg	1616529385976	1616529386589	OK	 
REQUEST		f0192929.jpg	1616529386414	1616529386630	OK	 
REQUEST		f0192937.jpg	1616529386396	1616529386689	OK	 
REQUEST		f0192879.jpg	1616529386575	1616529386693	OK	 
REQUEST		f0192943.jpg	1616529386413	1616529386700	OK	 
REQUEST		f0192925.jpg	1616529386632	1616529386715	OK	 
REQUEST		f0192919.jpg	1616529386695	1616529386785	OK	 
REQUEST		f0140981.jpg	1616529386691	1616529386828	OK	 
REQUEST		f0192897.jpg	1616529386702	1616529386981	OK	 
REQUEST		f0192817.jpg	1616529386786	1616529387037	OK	 
REQUEST		f0192855.jpg	1616529386590	1616529387041	OK	 
REQUEST		f0192949.jpg	1616529386583	1616529387052	OK	 
REQUEST		f0192883.jpg	1616529386830	1616529387054	OK	 
REQUEST		f0192355.jpg	1616529386717	1616529387058	OK	 
REQUEST		f0192877.jpg	1616529387039	1616529387118	OK	 
REQUEST		f0042343.jpg	1616529387053	1616529387150	OK	 
REQUEST		tirandole.jpg	1616529387056	1616529387194	OK	 
REQUEST		f0192901.jpg	1616529386982	1616529387197	OK	 
REQUEST		f0192939.jpg	1616529387043	1616529387207	OK	 
REQUEST		banner ordenamiento	1616529387196	1616529387264	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST		f0192869.jpg	1616529387118	1616529387269	OK	 
REQUEST		minidiccionario.jpg	1616529387199	1616529387271	OK	 
REQUEST		ecured.jpg	1616529387060	1616529387312	OK	 
REQUEST		banner_qr	1616529387209	1616529387363	OK	 
REQUEST		f0192871.jpg	1616529387151	1616529387432	OK	 
REQUEST		covid-19	1616529387364	1616529387433	OK	 
REQUEST		f0192535.jpg	1616529387270	1616529387544	OK	 
REQUEST		banner_trucos_covid19	1616529387434	1616529387551	OK	 
REQUEST		banner_minsap	1616529387432	1616529387601	OK	 
REQUEST		default.jpg	1616529387545	1616529387607	OK	 
REQUEST		f0192839.jpg	1616529387267	1616529387608	OK	 
REQUEST		f0192875.jpg	1616529387313	1616529387651	OK	 
REQUEST		f0192567.jpg	1616529387272	1616529387744	OK	 
REQUEST		banner-fidel-1.jpg	1616529387607	1616529387785	OK	 
REQUEST		discursos-raul.jpg	1616529387608	1616529387792	OK	 
REQUEST		hem_fed333.jpg	1616529387602	1616529387797	OK	 
REQUEST		discursos-diaz-canel.jpg	1616529387652	1616529387830	OK	 
REQUEST		Titular en tu movil.jpg	1616529387746	1616529387831	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST		hem_74db12.jpg	1616529387552	1616529387861	OK	 
REQUEST		Pensamiento.jpg	1616529387786	1616529387905	OK	 
REQUEST		Hilo 2.jpg	1616529387862	1616529387907	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST		banner_fake_news	1616529387797	1616529387966	OK	 
REQUEST		banner-cartas.jpg	1616529387906	1616529387968	OK	 
REQUEST		hoy-en-la-historia.jpg	1616529387831	1616529388018	OK	 
REQUEST		banner ciencias-01.jpg	1616529387969	1616529388039	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST		banner_videos	1616529387793	1616529388064	OK	 
REQUEST		banner_fotorreportajes.jpg	1616529387830	1616529388105	OK	 
REQUEST		f0127645.jpg	1616529387967	1616529388180	OK	 
REQUEST		hELMS-b.jpg	1616529387908	1616529388182	OK	 
REQUEST		hem_136f95.jpg	1616529388018	1616529388253	OK	 
REQUEST		hem_013d40.jpg	1616529388040	1616529388349	OK	 
REQUEST		f0189839.jpg	1616529388253	1616529388375	OK	 
REQUEST		f0189841.jpg	1616529388183	1616529388418	OK	 
REQUEST		banner-documentos-del-7mo-congreso1.jpg	1616529388105	1616529388421	OK	 
REQUEST		cartelera.jpg	1616529388349	1616529388426	OK	 
REQUEST		banner-lineamientos3	1616529388182	1616529388434	OK	 
REQUEST		especiales.jpg	1616529388375	1616529388457	OK	 
REQUEST		el-tiempo.jpg	1616529388419	1616529388483	OK	 
REQUEST		banner-cuestion-de-leyes.jpg	1616529388422	1616529388491	OK	 
REQUEST		default.jpg	1616529388065	1616529388496	OK	 
REQUEST		banner-elespanol.png	1616529388427	1616529388499	OK	 
REQUEST		jquery2.min.js	1616529388457	1616529388529	OK	 
REQUEST		bootstrap.min.js	1616529388484	1616529388548	OK	 
REQUEST		encuestas.votar.js	1616529388491	1616529388562	OK	 
REQUEST		infografia.js	1616529388497	1616529388565	OK	 
REQUEST		index.js	1616529388500	1616529388568	OK	 
REQUEST		underscore-1.8.3.min.js	1616529388529	1616529388612	OK	 
REQUEST		quizzer.js	1616529388549	1616529388627	OK	 
REQUEST		request_2	1616529388566	1616529388630	OK	 
REQUEST		request_1	1616529388563	1616529388633	OK	 
REQUEST		request_3	1616529388569	1616529388641	OK	 
REQUEST		request_4	1616529388613	1616529388683	OK	 
REQUEST		todo-salud-banner.jpg	1616529388435	1616529388689	OK	 
REQUEST		request_7	1616529388634	1616529388739	OK	 
REQUEST		request_6	1616529388631	1616529388770	OK	 
REQUEST		request_9	1616529388684	1616529388825	OK	 
REQUEST		request_8	1616529388643	1616529388886	OK	 
REQUEST		request_5	1616529388629	1616529388944	OK	 
REQUEST		request_10	1616529423949	1616529424080	OK	 
USER	Granma	END	1616529424096
